births_2017_18, natural_increase_2020_21, births_2020_21, births_2016_17, state_name_2021, net_internal_migration_2019_20, deaths_2018_19, internal_departures_2018_19, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, lga_name_2021, internal_arrivals_2017_18, overseas_departures_2020_21, deaths_2017_18, internal_arrivals_2016_17, lga_code_2021, net_overseas_migration_2019_20, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, erp_2021, erp_2020, erp_change_per_cent_2020_21, net_overseas_migration_2016_17, overseas_arrivals_2020_21, net_internal_migration_2018_19, overseas_arrivals_2016_17, net_overseas_migration_2018_19, overseas_arrivals_2017_18, area_km2, net_internal_migration_2020_21, overseas_arrivals_2019_20, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, births_2019_20, erp_2012, erp_2011, erp_2010, internal_departures_2019_20, erp_2016, deaths_2020_21, erp_2015, erp_2014, erp_2013, internal_departures_2020_21, erp_change_number_2020_21, internal_arrivals_2019_20, overseas_arrivals_2018_19, overseas_departures_2019_20, internal_departures_2017_18, deaths_2019_20, state_code_2021, natural_increase_2016_17, pop_density_2021_people_per_km2, net_overseas_migration_2020_21, primaryindex, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, internal_arrivals_2020_21, erp_2004, internal_arrivals_2018_19, net_overseas_migration_2017_18, natural_increase_2019_20, births_2018_19
53,4,72,51,"New South Wales",-72,59,522,3,12,0,10,"Uralla",464,7,53,435,"17650",7,491,50,6106,6057,6011,-61,5883,5945,-1.04289996623993,14,8,-59,23,10,22,3226.53271484375,-67,20,5996,6129,5894,5930,-56,48,6244,6241,6198,466,6147,68,6194,6238,6253,530,-62,394,22,13,525,49,1,1,1.82330000400543,1,114,9,6052,5912,6002,5888,463,5885,463,12,-1,62
870,556,975,838,"New South Wales",-185,474,4788,479,292,431,264,"Wagga Wagga",4496,196,439,3942,"17750",219,4275,492,64312,64743,65249,-348,66408,65765,0.977699995040894,393,273,-302,633,329,612,4824.48876953125,10,550,60329,61061,58518,59493,-333,962,62104,61781,61503,4320,63906,419,63327,62776,62416,4483,643,4135,621,331,4844,480,1,346,13.7648000717163,77,115,240,56280,56897,56718,57761,4493,57211,4486,348,482,953
28,1,37,32,"New South Wales",-32,25,199,12,4,-10,4,"Walcha",201,3,38,181,"17850",3,173,31,3146,3129,3134,-13,3103,3105,-0.0644000023603439,7,4,-13,10,6,10,6261.0244140625,-4,8,3172,3154,3259,3210,8,27,3143,3119,3137,198,3130,36,3128,3149,3150,210,-2,166,10,5,214,27,1,1,0.495599985122681,1,116,3,3282,3257,3270,3244,206,3244,186,6,0,37
70,13,79,98,"New South Wales",-165,60,614,20,8,9,7,"Walgett",449,5,61,391,"17900",6,559,61,6197,6044,5952,-171,5785,5828,-0.737800002098083,11,7,-120,17,8,16,22308.251953125,-58,15,6883,6914,7129,6979,-168,91,6701,6797,6908,546,6317,66,6419,6512,6595,523,-43,381,16,9,620,56,1,37,0.259299993515015,2,117,6,8261,7800,8049,7312,465,7517,494,9,35,80
47,9,38,40,"New South Wales",1,22,222,11,4,9,4,"Warren",203,3,38,105,"17950",5,150,33,2765,2740,2697,-40,2708,2716,-0.294600009918213,6,4,-60,10,6,10,10753.767578125,-18,10,2789,2807,2814,2786,-45,35,2857,2862,2840,229,2797,29,2783,2809,2836,241,-8,230,10,5,243,22,1,7,0.251800000667572,1,118,4,3293,3111,3201,2919,223,3008,162,6,13,33
103,-24,98,99,"New South Wales",-57,108,672,-9,16,-10,14,"Warrumbungle Shire",705,11,113,529,"18020",11,638,118,9456,9389,9277,-76,9118,9210,-0.99889999628067,22,13,-121,34,18,33,12372.1201171875,-70,29,9925,9930,10034,9952,-109,101,9849,9898,9921,601,9562,122,9622,9689,9743,709,-92,544,34,18,781,122,1,-19,0.736999988555908,2,119,12,10762,10446,10620,10155,639,10258,551,19,-21,99
996,684,1016,1194,"New South Wales",-1448,370,6801,658,3047,662,2811,"Waverley",5289,2332,334,4892,"18050",832,6109,328,73386,74040,74222,-1268,72743,74263,-2.04679989814758,1724,1674,-1637,4296,1161,4071,9.35060024261475,-1546,3733,66458,67394,64294,65279,-1217,1008,69294,68698,68082,6953,72013,332,71336,70742,70052,7463,-1520,5505,4208,2901,6557,351,1,866,7779.5009765625,-658,120,2572,62853,62778,62832,63435,5917,62988,5164,1260,657,1028
36,-3,28,25,"New South Wales",-10,42,231,-5,7,0,7,"Weddin",240,5,36,183,"18100",6,206,46,3643,3632,3613,-19,3577,3597,-0.555999994277954,10,6,-22,16,8,15,3414.85668945312,-18,14,3715,3720,3722,3710,-23,30,3738,3759,3733,196,3677,31,3688,3706,3723,224,-20,186,15,8,259,42,1,-21,1.04750001430511,1,121,6,3826,3768,3798,3737,206,3756,209,8,-12,37
94,15,79,91,"New South Wales",-3,50,516,30,6,26,6,"Wentworth",552,4,68,476,"18200",6,488,43,6977,7033,7053,24,7142,7090,0.733399987220764,9,5,-16,14,6,12,26255.93359375,36,12,6964,6932,6926,6963,-12,86,6847,6837,6910,460,6932,64,6890,6877,6848,477,52,457,12,6,528,52,1,48,0.272000014781952,1,122,5,7156,7009,7078,6915,513,6946,500,6,34,80
868,327,714,998,"New South Wales",-1278,424,7071,384,3345,447,3156,"Willoughby",6179,2553,421,5635,"18250",911,6103,367,79757,80274,81109,-1318,79556,81183,-2.00410008430481,1706,1824,-822,4608,1273,4544,22.4256992340088,-1225,4092,68434,69512,66481,67809,-468,829,72119,71139,70256,7324,77888,387,75970,74238,73072,7853,-1627,6046,4618,3181,7497,388,1,631,3547.537109375,-729,123,2902,61399,63389,62785,65578,6628,64414,6249,1388,441,808
436,-51,481,455,"New South Wales",522,496,3074,-21,240,-31,212,"Wingecarribee",3581,164,467,2669,"18350",168,2237,519,49675,50452,51127,546,52309,51763,1.05480003356934,309,183,451,496,245,474,2689.34155273438,578,432,44539,45165,43532,44054,432,457,46467,46126,45761,2873,48998,532,48150,47470,46964,3285,546,3395,485,264,3035,511,1,-64,19.4505004882812,19,124,187,42384,43257,42980,43402,3863,43348,3525,262,-54,475
675,492,743,623,"New South Wales",358,279,3575,447,95,410,86,"Wollondilly",4084,64,265,3585,"18400",72,2889,264,51036,52171,53143,612,54772,54002,1.42589998245239,127,77,416,206,109,199,2555.43408203125,265,180,42401,43145,40969,41589,696,697,45439,44607,43828,3303,49854,251,48562,47445,46399,3744,770,3661,204,108,3472,268,1,359,21.433500289917,13,125,79,38178,39215,38513,40411,4009,39830,3991,113,429,726
2518,833,2517,2437,"New South Wales",-434,1674,10050,781,1847,764,1691,"Wollongong",9506,1242,1754,8217,"18450",1399,8510,1682,213281,215856,218076,-349,220659,219792,0.394499987363815,2425,986,-638,4005,2077,3851,684.3076171875,290,3482,195437,197887,190909,192770,-293,2449,203045,202068,200468,9613,210394,1684,208313,206415,204707,10595,867,9179,3924,2083,9855,1698,1,755,322.455902099609,-256,126,1580,188275,190475,189851,190721,10885,190641,9412,2160,751,2455
694,336,644,678,"New South Wales",-639,331,5709,295,1690,368,1590,"Woollahra",5156,1293,326,4765,"18500",463,5277,313,58504,58908,59345,-640,58480,59426,-1.59189999103546,907,875,-502,2374,644,2266,12.2583999633789,-864,2074,54076,54862,52995,53564,-512,591,56601,56320,55497,5720,57744,308,57513,57253,56909,6487,-946,5081,2334,1611,5796,334,1,365,4770.6064453125,-418,127,1467,52677,52998,52792,52655,5623,52723,5207,676,257,626
176,72,178,167,"New South Wales",136,98,1356,85,43,61,39,"Yass Valley",1275,29,115,1116,"18710",32,1049,113,16747,16936,17086,76,17608,17322,1.65110003948212,58,35,16,94,49,91,3995.01708984375,208,80,14310,14714,13500,13916,67,170,15808,15615,15227,1117,16568,106,16356,16188,16010,1173,286,1253,92,48,1199,102,1,54,4.40749979019165,6,128,36,12002,12772,12366,13247,1381,13058,1372,52,68,183
13,13,16,14,"New South Wales",-70,8,269,7,3,9,3,"Unincorporated NSW",231,2,4,168,"19399",2,209,5,1085,1079,1026,-20,925,961,-3.74609994888306,5,3,-64,8,4,8,93208.921875,-50,6,1107,1107,1095,1100,-41,10,1124,1119,1114,236,1112,3,1106,1134,1127,230,-36,166,7,4,251,7,1,9,0.00989999994635582,1,129,3,1210,1162,1189,1114,180,1135,205,5,3,15
108,-43,81,97,"Victoria",127,149,830,-52,47,-23,42,"Alpine",851,32,131,840,"20110",51,810,139,12638,12730,12812,42,13069,12971,0.755500018596649,72,18,61,112,73,115,4788.1572265625,155,107,12156,12112,12260,12227,30,99,12183,12068,12089,748,12578,124,12429,12355,12283,773,98,875,120,56,809,118,2,-42,2.72939991950989,-14,130,40,12709,12581,12655,12372,928,12432,891,73,-19,97
116,-23,100,105,"Victoria",68,121,807,-7,43,-17,37,"Ararat",714,28,133,595,"20260",47,631,122,11756,11795,11844,-9,11922,11962,-0.334399998188019,64,16,-8,100,64,102,4211.1171875,-5,96,11344,11332,11422,11363,-36,108,11400,11326,11337,634,11745,123,11644,11560,11490,768,-40,702,107,49,723,105,2,-17,2.83109998703003,-12,131,36,11544,11536,11566,11452,763,11510,799,65,3,114
1287,300,1187,1312,"Victoria",1038,869,5472,435,369,464,325,"Ballarat",6194,260,823,5540,"20570",401,4642,830,105422,107324,109504,883,113183,111325,1.6690000295639,542,140,1187,849,558,880,739.032104492188,1678,832,89531,91390,86647,87796,898,1255,96728,95185,93359,5080,103500,887,101479,99914,98344,5484,1858,6118,927,431,5311,873,2,482,153.150299072266,-120,132,307,82333,84190,83168,85663,7162,84775,6659,555,382,1304
1603,432,1297,1570,"Victoria",-1198,920,10156,565,1064,742,948,"Banyule",8966,1038,861,8479,"20660",932,8862,844,129115,130250,131640,-922,129387,131895,-1.90149998664856,1325,353,-492,2176,1317,2263,62.5401992797852,-2255,2129,120580,122248,117963,119362,-383,1459,123584,122983,122780,9835,127447,865,126088,125107,124314,11131,-2508,8637,2381,1197,9888,938,2,726,2068.861328125,-685,133,851,117967,117313,117559,117149,8876,116661,9664,1315,521,1485
321,-75,311,357,"Victoria",1089,374,2148,-34,80,-53,70,"Bass Coast",3180,52,374,2439,"20740",86,1632,360,34386,35326,36315,871,38825,37439,3.70199990272522,118,31,901,184,122,192,865.809387207031,1482,180,27981,28561,26941,27408,807,299,30811,30233,29474,1995,33464,386,32576,31917,31331,2136,1386,3084,202,94,2309,350,2,-3,44.842399597168,-21,134,66,25243,26224,25809,26894,3618,26476,3049,122,-51,340
595,212,653,632,"Victoria",1154,398,3170,238,90,188,80,"Baw Baw",4142,59,407,3283,"20830",100,2311,353,50676,52012,53394,1015,56583,54866,3.12940001487732,129,35,1012,204,132,213,4027.62866210938,1529,206,39389,40516,37814,38503,972,625,44506,43389,42097,2884,49296,441,47837,46644,45627,3151,1717,4038,222,106,3127,407,2,279,14.0487003326416,-24,135,75,35850,36283,35990,37079,4680,36643,4182,133,218,636
905,-60,767,914,"Victoria",-54,778,7327,113,1529,153,1386,"Bayside (Vic.)",7261,1514,752,6617,"20910",714,6438,784,104282,105745,106856,278,105580,107516,-1.80069994926453,1061,387,-17,2318,1015,2418,37.2111015319824,-749,2279,93535,94850,90807,92041,179,805,96971,96119,95594,6866,102912,827,101268,99797,98252,8303,-1936,6812,2544,1565,6983,805,2,130,2837.32543945312,-1127,136,1257,88262,89088,88717,89873,7554,89394,7310,1032,0,891
157,-51,117,129,"Victoria",110,154,986,-22,19,-24,17,"Benalla",1008,11,181,781,"21010",19,776,169,13974,14023,14034,47,14131,14135,-0.0283000003546476,27,7,7,42,26,43,2352.63989257812,51,41,13792,13796,13807,13802,5,133,13849,13818,13838,839,13982,168,13923,13898,13878,968,-4,949,45,22,961,161,2,-40,6.0064001083374,-4,137,15,13886,13878,13897,13829,1019,13846,993,26,-28,132
1414,210,1200,1529,"Victoria",-2134,1050,13913,351,4399,296,4011,"Boroondara",12781,4439,1118,11906,"21110",1682,12583,1116,179677,181376,183197,-1068,176632,182974,-3.46609997749329,2665,1023,-947,6292,2417,6482,60.1776008605957,-3136,6102,163408,165284,159605,161308,-677,1306,168483,167062,166326,13929,177276,990,174753,172660,170485,15918,-6342,11795,6816,4420,13849,1077,2,413,2935.17846679688,-3416,138,3627,156246,157298,156886,158727,12782,157885,12966,2471,229,1401
2837,1049,2207,2832,"Victoria",-5094,1168,15207,1497,2103,1738,1853,"Brimbank",11477,2032,1099,10892,"21180",2344,13140,1156,206997,208744,209568,-3232,201680,208147,-3.10689997673035,3379,791,-3884,5035,3211,5094,123.399101257324,-6275,4806,180561,185397,174231,177004,-2248,2489,193774,191496,188895,15204,204190,1158,200860,198468,196169,16325,-6467,10110,5314,2462,14709,1160,2,1676,1634.37170410156,-1241,139,1656,167213,169424,168499,172749,10050,170953,11323,3241,1329,2665
64,-21,61,47,"Victoria",-24,82,395,-33,11,-23,10,"Buloke",377,8,87,302,"21270",12,332,112,6205,6183,6123,-16,6071,6101,-0.491699993610382,16,4,-44,26,17,27,7998.2470703125,-5,25,6789,6751,6957,6861,-30,60,6434,6465,6622,366,6284,82,6306,6335,6388,403,-30,342,28,13,393,70,2,-65,0.75900000333786,-4,140,10,7220,7102,7171,6995,398,7026,351,17,-10,49
395,12,385,367,"Victoria",33,414,2664,-21,50,-26,45,"Campaspe",2322,31,421,2049,"21370",53,2122,374,37597,37590,37615,-58,37762,37668,0.249500006437302,82,20,-32,123,78,122,4519.0732421875,93,113,37017,37021,36969,37020,-73,388,37041,36855,36973,2316,37595,373,37429,37338,37213,2457,94,2349,128,60,2380,421,2,-7,8.35610008239746,-11,141,41,36011,36457,36247,36779,2550,36549,2632,77,-33,393
1629,1174,1661,1594,"Victoria",2297,451,7868,1306,362,1172,318,"Cardinia",10824,350,457,8823,"21450",395,5720,449,102403,107117,112179,2986,118675,116131,2.19059991836548,582,137,3204,867,552,874,1282.56713867188,1583,818,63647,67889,57950,60368,3103,1755,80422,75831,71830,7661,97573,487,92298,88070,84591,8625,2544,9958,914,423,7838,495,2,1145,92.529296875,-213,142,285,46720,50038,47840,55173,10208,52864,11072,556,1260,1757
5098,3631,5114,5044,"Victoria",3776,1420,20148,3859,2549,3792,2242,"Casey",25384,2460,1306,22666,"21610",2841,16508,1255,326771,340443,353962,5953,368861,364394,1.22590005397797,4035,960,5766,6044,3894,6169,409.4287109375,2336,5822,237529,246678,220440,228496,6158,5289,269240,261282,254471,19406,312789,1483,299528,287937,278023,21261,4467,23182,6443,2981,19431,1474,2,3789,900.916320800781,-1500,143,2009,180444,198652,188914,213821,23597,206646,25914,3927,3815,5279
134,-73,109,112,"Victoria",-1,188,810,-84,12,-52,12,"Central Goldfields",888,8,186,768,"21670",13,659,179,13148,13208,13182,94,13154,13092,0.473600000143051,19,5,37,30,21,30,1532.78430175781,138,28,12531,12587,12434,12471,109,103,12714,12579,12600,760,13087,182,12950,12884,12815,735,62,759,33,15,794,205,2,-67,8.58180046081543,-3,144,11,12888,12732,12835,12493,873,12566,847,18,-102,104
246,4,200,237,"Victoria",26,197,1237,34,55,81,47,"Colac Otway",1062,37,165,1046,"21750",60,1104,204,21430,21502,21562,-93,21532,21657,-0.577199995517731,93,21,-61,138,87,131,3437.46997070312,-113,123,20782,20844,20614,20687,-58,211,20902,20799,20855,1169,21362,196,21230,21131,21035,1266,-125,1195,142,63,1155,202,2,33,6.26389980316162,-16,145,45,20686,20697,20689,20684,1153,20689,1176,84,9,231
150,-34,134,158,"Victoria",-94,178,1052,-41,27,-27,24,"Corangamite",970,18,177,817,"21830",30,884,165,16210,16139,16017,-86,15813,15927,-0.715799987316132,41,10,-124,64,43,66,4407.4921875,-72,63,16636,16623,16815,16718,-67,143,16470,16526,16563,1020,16243,168,16274,16340,16410,1028,-114,926,70,33,1056,169,2,-7,3.58780002593994,-8,146,23,17293,17027,17232,16867,956,16962,928,42,-26,137
1990,581,1658,2015,"Victoria",-1003,1036,13789,914,2457,944,2203,"Darebin",12021,2379,1046,11130,"21890",2308,11697,1072,158751,161653,164224,-1198,162501,166356,-2.31730008125305,3249,847,-1504,5292,3161,5359,53.4711990356445,-2904,5069,137525,140289,132299,134748,-567,1831,144986,142942,141780,12971,155126,1077,151974,149511,147272,14991,-3855,11968,5618,2761,13219,1004,2,943,3039.03784179688,-1532,147,2043,127067,127711,127359,130298,12087,128735,12285,3156,827,1950
449,-173,392,429,"Victoria",501,523,2487,-56,64,-53,57,"East Gippsland",2961,42,502,2184,"22110",68,1710,475,46136,46816,47308,635,48376,47721,1.37259995937347,108,24,452,161,96,155,20939.501953125,846,144,41416,41904,40544,40969,474,392,43329,42826,42385,2204,45600,565,44868,44277,43809,2311,655,2705,160,76,2326,548,2,-46,2.31030011177063,-18,148,53,38843,39329,39112,40173,3157,39776,2939,98,-156,467
1920,708,1618,1983,"Victoria",-761,1022,11234,737,521,991,460,"Frankston",10368,502,929,8953,"22170",567,9640,919,140718,141847,142645,-664,142147,143281,-0.791499972343445,839,193,-733,1248,794,1262,129.598098754883,-1533,1177,124689,127252,120148,122182,-687,1827,132194,130350,129052,10465,139502,910,137790,136181,134351,11817,-1134,9704,1315,610,11032,997,2,1064,1096.82934570312,-309,149,409,113306,115483,114262,118530,10284,117124,10501,802,830,1759
106,-17,102,99,"Victoria",-20,142,670,-39,4,-30,4,"Gannawarra",646,2,136,557,"22250",4,545,115,10569,10546,10469,3,10438,10400,0.365399986505508,6,2,-42,8,4,8,3737.59790039062,55,8,11052,10923,11413,11207,12,79,10498,10453,10692,626,10567,119,10536,10534,10526,633,38,606,8,4,643,132,2,-16,2.79270005226135,0,150,2,11873,11661,11783,11455,688,11540,628,4,-53,103
1673,642,1568,1852,"Victoria",-977,935,12156,723,3133,711,2817,"Glen Eira",10810,3151,962,9456,"22310",1920,10657,942,151457,153920,156535,-1097,155123,158149,-1.91340005397797,3165,870,-871,5682,2763,5666,38.6907997131348,-1387,5244,132900,135414,128474,130524,-1201,1589,139116,137152,136515,11745,148583,926,145924,143694,141260,13302,-3026,10768,5896,3324,11907,918,2,910,4009.29931640625,-2281,151,2517,122346,123816,123197,126485,11915,125037,11285,2849,671,1658
174,-21,165,175,"Victoria",-64,195,1190,-5,22,-23,21,"Glenelg",1166,15,197,972,"22410",26,1070,179,19692,19664,19671,-39,19559,19618,-0.300700008869171,35,9,-23,54,35,55,6218.78857421875,-32,52,20020,19995,20077,20035,-98,202,19825,19848,19949,1095,19759,186,19722,19755,19797,1050,-59,1031,57,26,1205,217,2,-4,3.14510011672974,-6,152,19,20083,20039,20065,20051,1018,20033,1167,34,-15,190
266,147,262,242,"Victoria",339,116,1752,139,19,171,18,"Golden Plains",1994,13,95,1819,"22490",23,1429,113,22568,23118,23722,349,24765,24241,2.16160011291504,33,8,433,49,32,48,2703.38989257812,382,46,17456,17941,16666,17022,390,256,19604,18958,18441,1524,22016,115,21388,20899,20362,1696,524,1863,51,23,1645,99,2,129,9.16069984436035,-5,153,16,14872,15477,15119,16390,2078,15931,2185,30,157,255
1410,405,1334,1411,"Victoria",1013,925,5423,481,337,463,301,"Greater Bendigo",6204,246,947,5363,"22620",368,4494,942,114091,116041,118091,980,121382,119938,1.2039999961853,486,129,1056,769,513,808,2999.9716796875,1156,765,97417,99003,94577,96097,869,1380,103905,101995,100506,4819,112267,929,109908,107955,105957,5307,1444,5832,850,397,5224,914,2,469,40.4609985351562,-117,154,283,89071,91513,90176,93269,6463,92535,6479,507,466,1406
2420,907,1904,2457,"Victoria",-4115,1067,12966,1311,2600,1476,2290,"Greater Dandenong",9941,2510,944,9173,"22670",3027,11455,1038,163518,166140,168261,-2858,163266,168267,-2.97210001945496,4159,998,-3162,6225,3972,6294,129.546600341797,-4396,6072,135884,138740,130068,132860,-2282,2176,145116,142167,140212,12818,160222,997,156061,152135,148502,13163,-5001,8703,6572,3045,12799,1082,2,1419,1260.28784179688,-1512,155,2066,127724,127060,127336,128054,8767,127293,9804,4004,1094,2378
2865,907,2972,2932,"Victoria",3601,1975,11068,1009,1261,947,1114,"Greater Geelong",14180,969,1918,12050,"22750",1395,8721,1948,245728,252229,258938,3663,269508,264783,1.78450000286102,1886,482,3796,2933,1904,3005,1247.98718261719,4305,2870,206479,209429,201495,203802,3329,2942,219152,215837,212585,10193,239529,2065,232926,227744,223357,11354,4725,13794,3165,1475,10517,2093,2,984,215.9541015625,-487,156,1047,191534,196973,194713,199996,15659,198541,14864,1891,849,2984
941,233,776,831,"Victoria",-189,547,3863,307,357,424,315,"Greater Shepparton",3275,347,517,2995,"22830",392,3401,486,65554,66008,66501,-514,66786,67042,-0.381900012493134,543,134,-355,840,541,859,2421.9091796875,-276,811,59854,60758,58688,59208,-406,853,62562,61744,61443,3557,65072,543,64489,63919,63244,3712,-256,3368,898,419,3789,515,2,345,27.5757999420166,-213,157,297,57610,58379,57996,58419,3436,58338,3508,544,338,854
130,-15,127,119,"Victoria",200,143,1231,-12,33,6,28,"Hepburn",1275,22,124,1159,"22910",36,1075,150,15629,15812,15973,126,16281,16156,0.773699998855591,51,12,124,77,49,79,1472.98425292969,150,74,14187,14416,13926,14014,84,120,14825,14629,14561,1082,15525,142,15334,15184,15022,1220,125,1282,82,38,1149,173,2,-31,11.0530996322632,-10,158,26,14268,14114,14192,13973,1370,14097,1355,51,-53,131
60,-29,62,54,"Victoria",20,97,384,-47,8,-3,7,"Hindmarsh",345,6,63,273,"22980",10,332,76,5718,5644,5586,-85,5564,5592,-0.500699996948242,15,3,-25,21,14,21,7524.18212890625,4,20,6032,6025,6119,6080,-59,55,5857,5856,5954,290,5784,91,5808,5844,5852,339,-28,310,22,10,430,79,2,-22,0.739499986171722,-3,159,6,6496,6361,6452,6189,343,6274,359,14,-24,50
1281,477,1103,1329,"Victoria",-1034,622,7702,673,843,697,756,"Hobsons Bay",6840,812,584,6251,"23110",807,6528,633,95071,96481,97765,-422,96317,98146,-1.86360001564026,1207,290,-508,1889,1119,1891,64.2405014038086,-1784,1758,85513,86767,83906,84819,-277,1221,88339,87395,87192,7714,93445,626,91674,90417,89188,8481,-1829,6680,1962,951,7262,613,2,696,1499.31896972656,-522,160,682,82854,83107,83124,82990,6697,82668,7194,1135,608,1295
235,21,186,237,"Victoria",4,174,1192,73,38,66,33,"Horsham",1054,24,169,961,"23190",41,1083,173,19885,19874,19920,-135,19961,20012,-0.254799991846085,59,15,-85,90,58,91,4266.76904296875,-63,85,19060,19243,18770,18917,-122,239,19608,19523,19390,1027,19884,165,19792,19748,19694,1110,-51,1031,96,44,1189,192,2,64,4.67819976806641,-9,161,31,18305,18340,18326,18584,1047,18413,1107,58,47,247
3638,2491,3462,3266,"Victoria",2393,861,11938,2727,2148,2804,1888,"Hume",14062,2038,834,12161,"23270",2380,9746,868,215238,224423,233545,3091,243738,241038,1.12020003795624,3384,814,3129,5089,3266,5178,503.848785400391,1433,4891,161863,166728,152797,157516,2415,3597,179202,174290,170952,11631,207041,971,198176,191278,184873,13362,2700,14024,5414,2511,10971,877,2,2398,483.752288818359,-1224,162,1705,135147,140995,137854,149059,14795,144546,15067,3290,2720,3588
137,15,150,130,"Victoria",169,124,1309,14,23,8,19,"Indigo",1259,15,129,1178,"23350",26,1058,116,16333,16489,16699,115,16979,16882,0.574599981307983,34,8,166,51,30,52,2040.47094726562,89,50,15128,15223,15038,15047,120,150,15454,15317,15287,1168,16165,135,15922,15732,15605,1321,97,1337,53,24,1144,162,2,14,8.32110023498535,-7,163,17,14493,14710,14603,14919,1410,14810,1475,33,-12,138
1805,574,1631,1862,"Victoria",-878,1120,11979,703,1549,667,1367,"Kingston (Vic.)",11258,1503,1138,9574,"23430",1546,10572,989,161051,163452,165804,-430,164680,167228,-1.52369999885559,2235,554,-523,3409,2172,3531,91.3675994873047,-2173,3328,142817,146050,138390,140487,-998,1820,150435,148304,147407,11470,158941,1057,156244,154210,152336,13226,-2548,10592,3721,1782,11688,1064,2,873,1802.38952636719,-949,164,1174,133063,135191,134216,137091,11053,136121,11456,2164,756,1823
1705,493,1478,1870,"Victoria",-1099,969,11650,809,940,757,828,"Knox",10663,906,948,9546,"23670",1025,10343,1040,161827,163212,164553,-808,162769,165092,-1.4070999622345,1441,353,-899,2180,1431,2264,113.911399841309,-2263,2123,152538,154122,150275,151343,-797,1666,155406,154625,154643,11054,160353,985,158700,157434,156347,12640,-2323,9955,2371,1098,11471,1053,2,830,1428.90881347656,-553,165,739,146525,149038,147952,149362,10377,149068,10751,1436,613,1778
939,119,879,899,"Victoria",68,731,4233,99,156,229,138,"Latrobe (Vic.)",3962,102,710,3303,"23810",173,3452,701,74908,75209,75553,-172,76156,75895,0.343899995088577,237,61,1,368,244,382,1425.61303710938,183,358,71702,72306,70536,71045,-149,843,74004,73788,73082,3617,74622,760,74266,74134,74124,3786,261,3685,400,185,4134,742,2,198,53.4197998046875,-41,166,131,69573,69633,69575,69939,3969,69754,4234,244,101,830
62,-39,55,53,"Victoria",10,85,605,-23,8,-16,8,"Loddon",518,6,78,446,"23940",10,495,70,7507,7513,7502,8,7497,7473,0.321200013160706,15,3,-2,22,14,22,6696.44482421875,66,21,7812,7741,7922,7883,-49,53,7529,7546,7653,494,7558,94,7531,7513,7518,501,24,504,22,11,510,102,2,-17,1.119500041008,-3,167,7,8473,8284,8390,8012,567,8125,603,14,-49,62
495,141,418,540,"Victoria",454,321,3213,199,101,180,91,"Macedon Ranges",3561,86,315,3197,"24130",113,2649,307,48422,49387,50230,627,51743,50957,1.54250001907349,161,40,488,244,156,249,1748.28405761719,691,233,40584,41582,39383,39900,548,485,43794,42883,42223,2992,47480,277,46373,45471,44595,3168,786,3446,257,120,2934,325,2,233,29.5965003967285,-46,168,83,37325,37942,37605,38998,3859,38509,3701,158,160,520
1065,-43,911,1126,"Victoria",-216,888,8193,79,1488,158,1336,"Manningham",7407,1438,907,6891,"24210",1428,7373,914,124270,125535,127585,-887,126924,128892,-1.52690005302429,1970,518,-27,3258,1998,3330,113.347900390625,-1005,3119,115539,116372,113914,114771,-482,1064,117440,116750,116656,8059,122570,954,120785,119437,118357,9213,-1968,7843,3486,1691,8294,969,2,212,1119.77368164062,-920,169,1288,113194,113434,113422,113432,8208,113308,8166,1994,95,967
65,-8,63,83,"Victoria",256,72,523,0,42,-1,37,"Mansfield",679,27,66,439,"24250",45,379,79,8796,8979,9175,121,9740,9472,2.82940006256104,58,17,132,93,64,100,3843.853515625,286,94,7593,7754,7357,7465,60,63,8097,7942,7870,424,8674,71,8530,8395,8276,539,268,680,106,49,558,67,2,4,2.53390002250671,-10,170,35,6718,6807,6757,7124,825,6939,655,63,-4,72
1347,687,1126,1376,"Victoria",-834,495,8897,827,1478,865,1306,"Maribyrnong",7932,1434,482,7143,"24330",1513,7825,467,89362,91413,93482,-949,93467,94928,-1.53910005092621,2193,556,-886,3378,2128,3441,31.2257995605469,-1270,3225,69902,71872,65518,67666,-682,1254,77179,75154,73613,8824,86942,439,84783,82463,79782,9805,-1461,7990,3606,1712,8881,487,2,909,2993.26196289062,-878,171,1185,60848,62516,61557,64137,8535,63168,8011,2135,767,1322
1488,416,1216,1497,"Victoria",-599,801,9671,620,767,698,674,"Maroondah",8633,743,790,7975,"24410",821,8367,774,116321,117505,118569,-669,117484,119355,-1.56760001182556,1190,284,-706,1787,1150,1829,61.4096984863281,-1828,1717,104034,106011,101430,102536,-392,1373,108434,107323,106677,8892,114800,800,113023,111421,109781,10294,-1871,8293,1917,896,9302,809,2,723,1913.11804199219,-459,172,597,99662,100177,99999,101009,8466,100476,8965,1155,564,1421
